batsman,bowler,wicket
PA Patel,VS Malik,1
GH Vihari,VS Malik,1
CL White,SK Trivedi,1
DJG Sammy,SR Watson,1
SR Watson,KV Sharma,1
DH Yagnik,DJG Sammy,1
STR Binny,DJG Sammy,1
SV Samson,DW Steyn,1
AM Rahane,Harbhajan Singh,1
SV Samson,SL Malinga,1
KK Cooper,KA Pollard,1
DR Smith,MM Sharma,1
R Dhawan,CH Morris,1
DJ Bravo,R Dhawan,1
RA Jadeja,Harbhajan Singh,1
CH Morris,Harbhajan Singh,1
R Ashwin,KA Pollard,1
AT Rayudu,SP Narine,1
CM Gautam,PP Chawla,1
MA Agarwal,MA Starc,1
MK Tiwary,VR Aaron,1
M Vijay,YS Chahal,1
NJ Maddinson,Mohammed Shami,1
PA Patel,R Sharma,1
DR Smith,L Balaji,1
SK Raina,P Awana,1
CA Pujara,R Ashwin,1
GJ Maxwell,DR Smith,1
LMP Simmons,Mohammad Nabi,1
N Rana,S Kaul,1
PA Patel,S Kaul,1
HH Pandya,Rashid Khan,1
RG Sharma,S Kaul,1
KV Sharma,B Kumar,1
MC Henriques,JJ Bumrah,1
AJ Finch,DS Kulkarni,1
DA Warner,R Bhatia,1
DJG Sammy,KW Richardson,1
KV Sharma,KW Richardson,1
AM Nayar,DW Steyn,1
BJ Hodge,A Mishra,1
R Bhatia,DW Steyn,1
MEK Hussey,JA Morkel,1
AP Tare,VR Aaron,1
RG Sharma,YS Chahal,1
AT Rayudu,MA Starc,1
CJ Anderson,MA Starc,1
Z Khan,AB Dinda,1
Harbhajan Singh,VR Aaron,1
PP Ojha,MA Starc,1
NJ Maddinson,SL Malinga,1
JH Kallis,Mohammed Shami,1
G Gambhir,NM Coulter-Nile,1
YK Pathan,NM Coulter-Nile,1
M Vijay,R Vinay Kumar,1
JDS Neesham,PP Chawla,1
AM Nayar,P Awana,1
SV Samson,P Awana,1
WP Saha,JP Faulkner,1
GJ Maxwell,KW Richardson,1
SK Raina,JDS Neesham,1
F du Plessis,Mohammed Shami,1
MS Dhoni,JD Unadkat,1
RA Jadeja,JD Unadkat,1
M Manhas,Mohammed Shami,1
MA Agarwal,IC Pandey,1
MK Tiwary,IC Pandey,1
JP Duminy,DR Smith,1
LRPL Taylor,BW Hilfenhaus,1
KD Karthik,R Ashwin,1
JDS Neesham,RA Jadeja,1
Mohammed Shami,R Ashwin,1
S Nadeem,RA Jadeja,1
V Sehwag,A Mishra,1
CA Pujara,DJG Sammy,1
DA Miller,B Kumar,1
GJ Bailey,B Kumar,1
MG Johnson,B Kumar,1
Y Venugopal Rao,Sandeep Sharma,1
IK Pathan,AR Patel,1
DJG Sammy,L Balaji,1
KL Rahul,AR Patel,1
KV Sharma,MG Johnson,1
DW Steyn,L Balaji,1
B Kumar,R Dhawan,1
BB McCullum,JP Faulkner,1
MS Dhoni,PV Tambe,1
M Manhas,R Bhatia,1
AM Nayar,IC Pandey,1
STR Binny,MM Sharma,1
JP Faulkner,IC Pandey,1
TG Southee,RA Jadeja,1
R Bhatia,BW Hilfenhaus,1
DS Kulkarni,R Ashwin,1
CA Lynn,VR Aaron,1
JH Kallis,YS Chahal,1
RV Uthappa,VR Aaron,1
R Vinay Kumar,MA Starc,1
YV Takawale,JH Kallis,1
AB de Villiers,R Vinay Kumar,1
M Vijay,DJG Sammy,1
KP Pietersen,DW Steyn,1
MEK Hussey,BW Hilfenhaus,1
AP Tare,MM Sharma,1
CJ Anderson,MM Sharma,1
RG Sharma,BW Hilfenhaus,1
DR Smith,PP Ojha,1
M Vohra,UT Yadav,1
MJ Guptill,SP Narine,1
SE Marsh,CR Woakes,1
GJ Maxwell,Kuldeep Yadav,1
WP Saha,Kuldeep Yadav,1
Swapnil Singh,CR Woakes,1
SP Narine,MM Sharma,1
G Gambhir,R Tewatia,1
RV Uthappa,R Tewatia,1
MK Pandey,MJ Henry,1
CA Lynn,MJ Henry,1
YV Takawale,STR Binny,1
V Kohli,STR Binny,1
AB de Villiers,KW Richardson,1
S Rana,SR Watson,1
JA Morkel,PV Tambe,1
V Kohli,PV Tambe,1
MA Starc,R Bhatia,1
R Rampaul,PV Tambe,1
AB Dinda,PV Tambe,1
AM Rahane,MA Starc,1
KK Nair,MA Starc,1
V Sehwag,M Morkel,1
WP Saha,JH Kallis,1
GJ Maxwell,M Morkel,1
L Balaji,SP Narine,1
CA Lynn,AR Patel,1
YK Pathan,R Dhawan,1
RV Uthappa,R Dhawan,1
PP Chawla,AR Patel,1
SA Yadav,Sandeep Sharma,1
UT Yadav,MG Johnson,1
RG Sharma,Mohammed Shami,1
AP Tare,WD Parnell,1
CJ Anderson,JD Unadkat,1
MEK Hussey,JD Unadkat,1
KA Pollard,Mohammed Shami,1
Q de Kock,CJ Anderson,1
M Vijay,RG Sharma,1
JP Duminy,SL Malinga,1
S Dhawan,BW Hilfenhaus,1
KL Rahul,DR Smith,1
Y Venugopal Rao,MM Sharma,1
BB McCullum,KV Sharma,1
SK Raina,I Sharma,1
F du Plessis,B Kumar,1
YV Takawale,MG Johnson,1
AB de Villiers,R Dhawan,1
JA Morkel,L Balaji,1
Yuvraj Singh,R Dhawan,1
MA Starc,MG Johnson,1
CA Pujara,AB Dinda,1
WP Saha,VR Aaron,1
GJ Maxwell,VR Aaron,1
KK Nair,R Vinay Kumar,1
SV Samson,Shakib Al Hasan,1
SR Watson,R Vinay Kumar,1
STR Binny,M Morkel,1
MS Bisla,KW Richardson,1
JH Kallis,PV Tambe,1
G Gambhir,R Bhatia,1
R Vinay Kumar,JP Faulkner,1
Shakib Al Hasan,KW Richardson,1
Shakib Al Hasan,JP Faulkner,1
AJ Finch,Z Khan,1
DA Warner,CJ Anderson,1
DJG Sammy,CJ Anderson,1
KL Rahul,SL Malinga,1
RG Sharma,B Kumar,1
CJ Anderson,DW Steyn,1
BR Dunk,DJG Sammy,1
AP Tare,DW Steyn,1
Harbhajan Singh,B Kumar,1
BB McCullum,AD Russell,1
RV Uthappa,BW Hilfenhaus,1
MK Pandey,RA Jadeja,1
Shakib Al Hasan,RA Jadeja,1
SA Yadav,RA Jadeja,1
AD Russell,MM Sharma,1
PP Chawla,MM Sharma,1
CA Pujara,CJ Anderson,1
GJ Maxwell,Harbhajan Singh,1
GJ Bailey,Harbhajan Singh,1
BR Dunk,Sandeep Sharma,1
CM Gautam,R Dhawan,1
CJ Anderson,R Dhawan,1
M Vijay,JP Faulkner,1
KP Pietersen,PV Tambe,1
Q de Kock,PV Tambe,1
JP Duminy,KW Richardson,1
AM Rahane,WD Parnell,1
SV Samson,S Nadeem,1
R Bhatia,Mohammed Shami,1
DR Smith,Mohammed Shami,1
SK Raina,PJ Cummins,1
Ishan Kishan,A Mishra,1
KD Karthik,CR Brathwaite,1
AJ Finch,Mohammed Shami,1
SV Samson,PJ Sangwan,1
RR Pant,PJ Sangwan,1
KK Nair,JP Faulkner,1
SS Iyer,JP Faulkner,1
CJ Anderson,Basil Thampi,1
CR Brathwaite,DS Kulkarni,1
PJ Cummins,JP Faulkner,1
SS Iyer,Basil Thampi,1
AJ Finch,MA Starc,1
KL Rahul,AB Dinda,1
S Dhawan,VR Aaron,1
DJG Sammy,HV Patel,1
DA Warner,MA Starc,1
RR Rossouw,KV Sharma,1
Yuvraj Singh,KV Sharma,1
MA Starc,IK Pathan,1
KK Nair,AD Russell,1
KK Nair,Shakib Al Hasan,1
RV Uthappa,SR Watson,1
AD Russell,SR Watson,1
YK Pathan,PV Tambe,1
RN ten Doeschate,PV Tambe,1
KP Pietersen,MM Sharma,1
KD Karthik,BW Hilfenhaus,1
LR Shukla,R Ashwin,1
BB McCullum,LR Shukla,1
DR Smith,WD Parnell,1
BR Dunk,HV Patel,1
CM Gautam,VR Aaron,1
CJ Anderson,YS Chahal,1
KA Pollard,MA Starc,1
PA Patel,Harbhajan Singh,1
V Kohli,P Suyal,1
RR Rossouw,KA Pollard,1
MA Starc,SL Malinga,1
HV Patel,JJ Bumrah,1
RR Rossouw,SL Malinga,1
Q de Kock,UT Yadav,1
KP Pietersen,Shakib Al Hasan,1
KD Karthik,Shakib Al Hasan,1
LR Shukla,SP Narine,1
RV Uthappa,WD Parnell,1
DA Miller,DR Smith,1
GJ Maxwell,MM Sharma,1
SK Raina,GJ Maxwell,1
RA Jadeja,R Dhawan,1
F du Plessis,M Kartik,1
MS Dhoni,MG Johnson,1
AJ Finch,R Bhatia,1
KL Rahul,R Bhatia,1
DA Warner,PV Tambe,1
IK Pathan,JP Faulkner,1
KK Nair,DW Steyn,1
SV Samson,KV Sharma,1
SPD Smith,IK Pathan,1
SPD Smith,DW Steyn,1
R Bhatia,B Kumar,1
KW Richardson,B Kumar,1
PV Tambe,IK Pathan,1
Mandeep Singh,HV Patel,1
GJ Bailey,JA Morkel,1
DA Miller,VR Aaron,1
WP Saha,HV Patel,1
AR Patel,MA Starc,1
Shivam Sharma,MA Starc,1
S Rana,AR Patel,1
Yuvraj Singh,Shivam Sharma,1
JA Morkel,Shivam Sharma,1
HV Patel,MG Johnson,1
MA Starc,L Balaji,1
Q de Kock,DW Steyn,1
KP Pietersen,A Mishra,1
KD Karthik,MC Henriques,1
LR Shukla,MC Henriques,1
JP Duminy,B Kumar,1
KM Jadhav,DW Steyn,1
S Dhawan,S Kaul,1
AJ Finch,R Shukla,1
CM Gautam,S Badree,1
RG Sharma,R Ashwin,1
AP Tare,IC Pandey,1
BB McCullum,P Kumar,1
SK Raina,KA Pollard,1
DR Smith,P Kumar,1
MJ Guptill,KV Sharma,1
LMP Simmons,GJ Maxwell,1
RG Sharma,R Tewatia,1
N Rana,AR Patel,1
HH Pandya,Sandeep Sharma,1
KV Sharma,MM Sharma,1
Mandeep Singh,M Morkel,1
R Dhawan,PP Chawla,1
V Kohli,KW Richardson,1
CH Gayle,PV Tambe,1
VH Zol,R Tewatia,1
AB de Villiers,JP Faulkner,1
SR Watson,Yuvraj Singh,1
KK Nair,Yuvraj Singh,1
KL Rahul,PP Ojha,1
CM Gautam,B Kumar,1
LMP Simmons,B Kumar,1
AT Rayudu,MC Henriques,1
Ankit Sharma,R Ashwin,1
AM Rahane,RA Jadeja,1
SR Watson,MM Sharma,1
KK Nair,S Badree,1
JP Faulkner,RA Jadeja,1
BB McCullum,Ankit Sharma,1
SK Raina,Ankit Sharma,1
DR Smith,KK Cooper,1
R Ashwin,R Bhatia,1
F du Plessis,JP Faulkner,1
CH Gayle,R Shukla,1
V Kohli,Imran Tahir,1
AB de Villiers,S Kaul,1
Q de Kock,MA Starc,1
MA Agarwal,AN Ahmed,1
KP Pietersen,YS Chahal,1
JP Duminy,MA Starc,1
R Shukla,MA Starc,1
AJ Finch,Shivam Sharma,1
V Sehwag,B Kumar,1
WP Saha,KV Sharma,1
CM Gautam,M Morkel,1
LMP Simmons,Shakib Al Hasan,1
CJ Anderson,M Morkel,1
RV Uthappa,LMP Simmons,1
KK Nair,S Nadeem,1
KK Cooper,JP Duminy,1
SV Samson,Imran Tahir,1
JP Faulkner,R Shukla,1
MA Agarwal,JP Faulkner,1
KD Karthik,DS Kulkarni,1
JP Duminy,PV Tambe,1
KP Pietersen,R Bhatia,1
MK Tiwary,BCJ Cutting,1
S Nadeem,BCJ Cutting,1
Imran Tahir,STR Binny,1
R Shukla,KK Cooper,1
DR Smith,VR Aaron,1
DJ Hussey,M Muralitharan,1
MS Dhoni,AN Ahmed,1
AB de Villiers,DJ Hussey,1
S Rana,DJ Hussey,1
AJ Finch,UT Yadav,1
S Dhawan,SP Narine,1
NV Ojha,Shakib Al Hasan,1
IK Pathan,UT Yadav,1
DW Steyn,UT Yadav,1
BB McCullum,Rashid Khan,1
JJ Roy,B Kumar,1
SK Raina,Rashid Khan,1
DS Kulkarni,A Nehra,1
KK Nair,JD Unadkat,1
SS Iyer,JD Unadkat,1
MN Samuels,DT Christian,1
CJ Anderson,Washington Sundar,1
PJ Cummins,BA Stokes,1
KK Nair,BA Stokes,1
Mohammed Shami,JD Unadkat,1
RA Tripathi,Z Khan,1
SPD Smith,S Nadeem,1
BA Stokes,Mohammed Shami,1
MS Dhoni,PJ Cummins,1
DT Christian,Mohammed Shami,1
MK Tiwary,PJ Cummins,1
MEK Hussey,Ankit Sharma,1
UBT Chand,PP Ojha,1
SV Samson,K Santokie,1
KK Cooper,Harbhajan Singh,1
Ankit Sharma,S Gopal,1
STR Binny,S Gopal,1
BJ Hodge,K Santokie,1
M Vijay,Sandeep Sharma,1
KP Pietersen,AR Patel,1
JP Duminy,BE Hendricks,1
KM Jadhav,Sandeep Sharma,1
WD Parnell,BE Hendricks,1
AB de Villiers,B Kumar,1
S Rana,DW Steyn,1
DA Warner,M Muralitharan,1
DA Warner,VR Aaron,1
F du Plessis,PJ Cummins,1
SE Marsh,K Santokie,1
M Vohra,S Gopal,1
GJ Maxwell,S Gopal,1
WP Saha,JJ Bumrah,1
AR Patel,P Kumar,1
GJ Bailey,JJ Bumrah,1
BE Hendricks,JJ Bumrah,1
MEK Hussey,AR Patel,1
AT Rayudu,R Dhawan,1
RG Sharma,BE Hendricks,1
YK Pathan,Yuvraj Singh,1
Shakib Al Hasan,AN Ahmed,1
YV Takawale,SP Narine,1
Yuvraj Singh,SP Narine,1
SK Raina,KV Sharma,1
DA Warner,JW Hastings,1
NV Ojha,SK Raina,1
DJG Sammy,RA Jadeja,1
LMP Simmons,Imran Tahir,1
RG Sharma,S Nadeem,1
KA Pollard,JD Unadkat,1
AP Tare,Imran Tahir,1
Harbhajan Singh,WD Parnell,1
M de Lange,Imran Tahir,1
S Gopal,Imran Tahir,1
JJ Bumrah,WD Parnell,1
M Vijay,S Gopal,1
KD Karthik,M de Lange,1
MK Tiwary,M de Lange,1
M Vohra,R Tewatia,1
SE Marsh,VS Malik,1
WP Saha,R Tewatia,1
KK Nair,L Balaji,1
AM Rahane,R Dhawan,1
SR Watson,R Dhawan,1
STR Binny,Karanveer Singh,1
SV Samson,Karanveer Singh,1
R Tewatia,AR Patel,1
BJ Hodge,AR Patel,1
KK Cooper,AR Patel,1
YV Takawale,R Ashwin,1
VH Zol,MM Sharma,1
Yuvraj Singh,RA Jadeja,1
DR Smith,R Rampaul,1
SK Raina,Yuvraj Singh,1
DR Smith,Rashid Khan,1
Ishan Kishan,Mohammed Siraj,1
SK Raina,Mohammed Siraj,1
KD Karthik,Rashid Khan,1
JP Faulkner,Mohammed Siraj,1
PJ Sangwan,Mohammed Siraj,1
Ankit Soni,S Kaul,1
P Kumar,B Kumar,1
MM Patel,B Kumar,1
MC Henriques,P Kumar,1
NV Ojha,RN ten Doeschate,1
S Dhawan,Shakib Al Hasan,1
Y Venugopal Rao,Shakib Al Hasan,1
S Anirudha,Shakib Al Hasan,1
JO Holder,R Vinay Kumar,1
DJG Sammy,R Vinay Kumar,1
G Gambhir,JO Holder,1
RN ten Doeschate,KV Sharma,1
Shakib Al Hasan,KV Sharma,1
YK Pathan,KV Sharma,1
MA Agarwal,MG Johnson,1
KD Karthik,P Awana,1
KM Jadhav,P Awana,1
MK Tiwary,R Dhawan,1
JP Duminy,Karanveer Singh,1
KP Pietersen,R Dhawan,1
JDS Neesham,Karanveer Singh,1
Mohammed Shami,AR Patel,1
Imran Tahir,AR Patel,1
JD Unadkat,MG Johnson,1
V Sehwag,Mohammed Shami,1
GJ Maxwell,JD Unadkat,1
SV Samson,S Gopal,1
JP Faulkner,KA Pollard,1
LMP Simmons,DS Kulkarni,1
MEK Hussey,KK Cooper,1
Shakib Al Hasan,Karanveer Singh,1
SA Yadav,Karanveer Singh,1
RN ten Doeschate,MG Johnson,1
PP Chawla,P Awana,1
GJ Bailey,Shakib Al Hasan,1
R Dhawan,Shakib Al Hasan,1
GJ Bailey,UT Yadav,1
CJ Anderson,R Ashwin,1
RG Sharma,MM Sharma,1
AP Tare,A Nehra,1
BB McCullum,PP Ojha,1
GJ Maxwell,R Ashwin,1
BB McCullum,Karanveer Singh,1
DJ Hussey,P Awana,1
R Ashwin,AR Patel,1
GJ Bailey,SP Narine,1
G Gambhir,Karanveer Singh,1
RN ten Doeschate,Karanveer Singh,1
MK Pandey,Karanveer Singh,1
SA Yadav,MG Johnson,1
AJ Finch,M Morkel,1
AT Rayudu,M Morkel,1
RV Uthappa,CJ Anderson,1
G Gambhir,JJ Bumrah,1
BB McCullum,NM Coulter-Nile,1
SK Raina,NM Coulter-Nile,1
F du Plessis,JP Duminy,1
DJ Bravo,DJ Muthuswami,1
MS Dhoni,NM Coulter-Nile,1
CM Gautam,A Nehra,1
SS Iyer,A Nehra,1
NM Coulter-Nile,R Ashwin,1
A Mishra,A Nehra,1
Imran Tahir,DJ Bravo,1
AM Rahane,Anureet Singh,1
DJ Hooda,Anureet Singh,1
JP Faulkner,Anureet Singh,1
V Sehwag,TG Southee,1
WP Saha,TG Southee,1
GJ Maxwell,JP Faulkner,1
AR Patel,STR Binny,1
AR Patel,TG Southee,1
GJ Bailey,JP Faulkner,1
LMP Simmons,TA Boult,1
RG Sharma,AS Rajpoot,1
AT Rayudu,UT Yadav,1
AT Rayudu,Kuldeep Yadav,1
KA Pollard,TA Boult,1
SP Narine,TG Southee,1
CA Lynn,R Vinay Kumar,1
C de Grandhomme,HH Pandya,1
MK Pandey,HH Pandya,1
Kuldeep Yadav,TG Southee,1
BB McCullum,RS Bopara,1
SK Raina,RS Bopara,1
MS Dhoni,TA Boult,1
RA Jadeja,TA Boult,1
KL Rahul,MM Sharma,1
DA Warner,IC Pandey,1
RV Uthappa,AN Ahmed,1
SA Yadav,HV Patel,1
MK Pandey,HV Patel,1
Shakib Al Hasan,VR Aaron,1
KD Karthik,YK Pathan,1
Mandeep Singh,YK Pathan,1
AB de Villiers,KC Cariappa,1
CH Gayle,Shakib Al Hasan,1
MA Agarwal,PV Tambe,1
SS Iyer,CH Morris,1
SV Samson,AD Mathews,1
SPD Smith,A Mishra,1
AM Rahane,Imran Tahir,1
DJ Hooda,Imran Tahir,1
JP Faulkner,Imran Tahir,1
R Dhawan,SL Malinga,1
AP Tare,Anureet Singh,1
CJ Anderson,AR Patel,1
AT Rayudu,MG Johnson,1
KA Pollard,AR Patel,1
Harbhajan Singh,Anureet Singh,1
CH Gayle,P Kumar,1
V Kohli,RS Bopara,1
Mandeep Singh,RS Bopara,1
DJG Sammy,A Ashish Reddy,1
AB de Villiers,TA Boult,1
SA Abbott,TA Boult,1
HV Patel,TA Boult,1
VR Aaron,B Kumar,1
AN Ahmed,B Kumar,1
DA Warner,YS Chahal,1
KS Williamson,YS Chahal,1
AJ Finch,STR Binny,1
RG Sharma,STR Binny,1
UBT Chand,PV Tambe,1
KA Pollard,TG Southee,1
CJ Anderson,CH Morris,1
SV Samson,R Vinay Kumar,1
AM Rahane,S Gopal,1
SK Raina,UT Yadav,1
BB McCullum,GB Hogg,1
F du Plessis,GB Hogg,1
MS Dhoni,PP Chawla,1
DJ Bravo,AD Russell,1
MM Sharma,AD Russell,1
G Gambhir,MM Sharma,1
MK Pandey,P Negi,1
SA Yadav,RG More,1
MA Agarwal,AR Patel,1
Yuvraj Singh,Anureet Singh,1
MA Agarwal,Anureet Singh,1
KM Jadhav,AR Patel,1
KL Rahul,TG Southee,1
NV Ojha,PV Tambe,1
EJG Morgan,PV Tambe,1
SV Samson,RS Bopara,1
SPD Smith,KV Sharma,1
KK Nair,RS Bopara,1
AM Rahane,TA Boult,1
CJ Anderson,A Nehra,1
LMP Simmons,IC Pandey,1
MJ Guptill,JD Unadkat,1
SE Marsh,SN Thakur,1
EJG Morgan,BA Stokes,1
R Tewatia,SN Thakur,1
GJ Maxwell,SN Thakur,1
WP Saha,DT Christian,1
AR Patel,DT Christian,1
Swapnil Singh,JD Unadkat,1
I Sharma,A Zampa,1
MM Sharma,A Zampa,1
RA Tripathi,AR Patel,1
MA Agarwal,B Kumar,1
SS Iyer,P Kumar,1
JP Duminy,DW Steyn,1
Yuvraj Singh,A Ashish Reddy,1
S Dhawan,JP Duminy,1
KL Rahul,AD Mathews,1
NV Ojha,Imran Tahir,1
RS Bopara,JP Duminy,1
EJG Morgan,JP Duminy,1
A Ashish Reddy,NM Coulter-Nile,1
V Sehwag,AD Russell,1
NLTC Perera,AD Russell,1
Gurkeerat Singh,UT Yadav,1
GJ Bailey,M Morkel,1
MG Johnson,M Morkel,1
SA Yadav,NLTC Perera,1
RN ten Doeschate,Sandeep Sharma,1
AD Russell,MG Johnson,1
BB McCullum,PV Tambe,1
F du Plessis,Ankit Sharma,1
DR Smith,JP Faulkner,1
PA Patel,D Wiese,1
LMP Simmons,YS Chahal,1
UBT Chand,YS Chahal,1
KA Pollard,D Wiese,1
AT Rayudu,D Wiese,1
RG Sharma,D Wiese,1
Harbhajan Singh,AN Ahmed,1
MS Bisla,Harbhajan Singh,1
RR Rossouw,Harbhajan Singh,1
D Wiese,KA Pollard,1
JP Duminy,SP Narine,1
SS Iyer,PP Chawla,1
KM Jadhav,UT Yadav,1
RV Uthappa,DJ Muthuswami,1
MK Pandey,DJ Muthuswami,1
SA Yadav,NM Coulter-Nile,1
G Gambhir,Imran Tahir,1
DJ Hooda,Shivam Sharma,1
SPD Smith,AR Patel,1
KK Nair,Anureet Singh,1
M Vijay,STR Binny,1
SE Marsh,R Tewatia,1
GJ Maxwell,R Tewatia,1
SE Marsh,PV Tambe,1
WP Saha,CH Morris,1
DA Miller,DJ Hooda,1
DA Miller,CH Morris,1
SE Marsh,CH Morris,1
SR Watson,MG Johnson,1
JP Faulkner,MG Johnson,1
RS Bopara,M Morkel,1
S Dhawan,AD Russell,1
RV Uthappa,MC Henriques,1
AD Russell,RS Bopara,1
MS Dhoni,YS Chahal,1
RA Jadeja,Iqbal Abdulla,1
DJ Bravo,Iqbal Abdulla,1
R Ashwin,D Wiese,1
MM Sharma,MA Starc,1
KD Karthik,IC Pandey,1
SN Khan,RA Jadeja,1
AD Mathews,MJ McClenaghan,1
Yuvraj Singh,JJ Bumrah,1
LMP Simmons,DJ Muthuswami,1
UBT Chand,A Mishra,1
KA Pollard,A Mishra,1
HH Pandya,Imran Tahir,1
AT Rayudu,Imran Tahir,1
MJ McClenaghan,Imran Tahir,1
Harbhajan Singh,AD Mathews,1
AM Rahane,HV Patel,1
SPD Smith,V Kohli,1
DJ Hooda,Iqbal Abdulla,1
SPD Smith,MA Starc,1
STR Binny,MA Starc,1
JP Faulkner,HV Patel,1
DS Kulkarni,MA Starc,1
Vishnu Vinod,PJ Cummins,1
CH Gayle,S Nadeem,1
KM Jadhav,Mohammed Shami,1
Sachin Baby,PJ Cummins,1
SV Samson,Avesh Khan,1
KK Nair,SR Watson,1
MN Samuels,HV Patel,1
CJ Anderson,TM Head,1
PJ Cummins,TM Head,1
RR Pant,HV Patel,1
A Mishra,P Negi,1
Mohammed Shami,P Negi,1
PA Patel,DW Steyn,1
LMP Simmons,DW Steyn,1
RG Sharma,KV Sharma,1
R Vinay Kumar,B Kumar,1
RS Bopara,MJ McClenaghan,1
DR Smith,Anureet Singh,1
MS Dhoni,Karanveer Singh,1
V Sehwag,IC Pandey,1
SE Marsh,A Nehra,1
GJ Bailey,RA Jadeja,1
DA Miller,RA Jadeja,1
MG Johnson,RA Jadeja,1
WP Saha,A Nehra,1
Anureet Singh,MM Sharma,1
SS Iyer,MA Starc,1
JP Duminy,D Wiese,1
Yuvraj Singh,VR Aaron,1
AD Mathews,VR Aaron,1
MA Agarwal,Iqbal Abdulla,1
NM Coulter-Nile,D Wiese,1
A Mishra,MA Starc,1
S Nadeem,MA Starc,1
DJ Muthuswami,D Wiese,1
GH Vihari,Anureet Singh,1
NV Ojha,AR Patel,1
RS Bopara,MG Johnson,1
M Vohra,TA Boult,1
AR Patel,TA Boult,1
WP Saha,TA Boult,1
R Dhawan,B Kumar,1
Anureet Singh,P Kumar,1
MK Pandey,Yuvraj Singh,1
AD Russell,Imran Tahir,1
J Botha,Z Khan,1
MK Tiwary,PP Chawla,1
SS Iyer,GB Hogg,1
KM Jadhav,PP Chawla,1
JP Duminy,PP Chawla,1
AD Mathews,AD Russell,1
V Kohli,TG Southee,1
Mandeep Singh,STR Binny,1
KD Karthik,STR Binny,1
SN Khan,SR Watson,1
D Wiese,DS Kulkarni,1
SN Khan,TG Southee,1
SK Raina,GB Hogg,1
MS Dhoni,AD Russell,1
MK Pandey,R Ashwin,1
SA Yadav,MM Sharma,1
RN ten Doeschate,A Nehra,1
PJ Cummins,DJ Bravo,1
UT Yadav,A Nehra,1
M Vohra,Z Khan,1
WP Saha,NM Coulter-Nile,1
GJ Bailey,A Mishra,1
NLTC Perera,NM Coulter-Nile,1
AR Patel,NM Coulter-Nile,1
DA Miller,NM Coulter-Nile,1
SS Iyer,SN Thakur,1
UBT Chand,TG Southee,1
KA Pollard,J Theron,1
SR Watson,J Suchith,1
SPD Smith,MJ McClenaghan,1
KK Nair,MJ McClenaghan,1
G Gambhir,D Wiese,1
RV Uthappa,YS Chahal,1
RN ten Doeschate,HV Patel,1
RN ten Doeschate,MA Starc,1
V Kohli,AD Russell,1
RA Tripathi,MJ McClenaghan,1
SPD Smith,SL Malinga,1
RG Sharma,Washington Sundar,1
AT Rayudu,Washington Sundar,1
KA Pollard,Washington Sundar,1
HH Pandya,LH Ferguson,1
KH Pandya,SN Thakur,1
KV Sharma,JD Unadkat,1
MJ McClenaghan,SN Thakur,1
DA Warner,SK Raina,1
MC Henriques,P Negi,1
NV Ojha,A Nehra,1
A Ashish Reddy,DJ Bravo,1
GH Vihari,DJ Bravo,1
BB McCullum,B Kumar,1
DR Smith,MC Henriques,1
SK Raina,MC Henriques,1
P Negi,B Kumar,1
PA Patel,Karanveer Singh,1
RG Sharma,MG Johnson,1
LMP Simmons,Anureet Singh,1
V Sehwag,SL Malinga,1
WP Saha,SL Malinga,1
AR Patel,SL Malinga,1
MG Johnson,R Vinay Kumar,1
SR Watson,AD Mathews,1
MA Agarwal,STR Binny,1
SS Iyer,SR Watson,1
Yuvraj Singh,JP Faulkner,1
AD Mathews,STR Binny,1
KM Jadhav,DS Kulkarni,1
JP Duminy,JP Faulkner,1
NM Coulter-Nile,DS Kulkarni,1
DR Smith,MA Starc,1
BB McCullum,D Wiese,1
F du Plessis,HV Patel,1
SK Raina,HV Patel,1
RA Jadeja,YS Chahal,1
MS Dhoni,D Wiese,1
P Negi,MA Starc,1
A Nehra,MA Starc,1
NJ Maddinson,IC Pandey,1
AB de Villiers,IC Pandey,1
V Kohli,MM Sharma,1
V Kohli,DJ Bravo,1
SN Khan,A Nehra,1
MA Starc,MM Sharma,1
Iqbal Abdulla,DJ Bravo,1
AD Russell,Bipul Sharma,1
MK Pandey,Bipul Sharma,1
RN ten Doeschate,MC Henriques,1
J Botha,B Kumar,1
SA Yadav,B Kumar,1
S Dhawan,GB Hogg,1
EJG Morgan,RN ten Doeschate,1
Bipul Sharma,PP Chawla,1
MC Henriques,GB Hogg,1
KV Sharma,J Botha,1
P Kumar,AD Russell,1
SS Iyer,Harbhajan Singh,1
JP Duminy,J Suchith,1
KM Jadhav,Harbhajan Singh,1
AD Mathews,HH Pandya,1
LMP Simmons,Z Khan,1
HH Pandya,NM Coulter-Nile,1
Harbhajan Singh,NM Coulter-Nile,1
KD Karthik,Sandeep Sharma,1
M Vohra,MA Starc,1
M Vijay,HV Patel,1
GJ Maxwell,S Aravind,1
WP Saha,S Aravind,1
DA Miller,S Aravind,1
GJ Bailey,S Aravind,1
MG Johnson,MA Starc,1
Anureet Singh,MA Starc,1
Karanveer Singh,MA Starc,1
Sandeep Sharma,YS Chahal,1
MC Henriques,PV Tambe,1
EJG Morgan,SR Watson,1
DJ Hooda,KV Sharma,1
SPD Smith,RS Bopara,1
BB McCullum,R Vinay Kumar,1
SK Raina,J Suchith,1
F du Plessis,MJ McClenaghan,1
MS Dhoni,M de Lange,1
